"customer_id";"name";"email";"phone";"location";"signup_date";"is_premium";"preferred_cuisine";"total_orders";"average_rating"
200019;"Netra Rajagopal";"nishakashyap@example.com";"7407462558";"Anantapur";"2021-06-22";"0";"south indian";73;0.86
200020;"Amrita Manda";"fiyaznagi@example.net";"03656543770";"Kollam";"2021-08-20";"1";"italian";4;4.68
200021;"Rachana Kunda";"lakshmi87@example.net";"06031655158";"Kumbakonam";"2021-04-16";"0";"fast food";68;0.48
200022;"Hardik Ranganathan";"quincyparikh@example.net";"00608874050";"Rohtak";"2021-12-04";"0";"south indian";56;3.06
200023;"Watika Jayaraman";"rameshdaksh@example.org";"09537150833";"Saharanpur";"2021-04-25";"0";"mexican";12;3.98
200024;"Noah Badami";"gaurang57@example.com";"+916915777763";"Bhubaneswar";"2021-04-25";"1";"north indian";48;1.17
200025;"Anya Hayre";"karpeamruta@example.org";"+915357904329";"Gorakhpur";"2021-03-11";"0";"fast food";17;2.99
200026;"Henry Nath";"vermasamaksh@example.com";"+919134221530";"Karnal";"2021-02-08";"1";"north indian";78;2.85
200027;"Niharika Dyal";"ria69@example.org";"+917158214240";"Ajmer";"2021-03-15";"0";"south indian";48;4.16
200028;"Kiaan Menon";"mandabenjamin@example.net";"+910682823713";"Siwan";"2021-01-31";"1";"north indian";58;1.37
200029;"Zinal Jayaraman";"doctordaniel@example.com";"7077035023";"Malda";"2021-01-17";"1";"andhra";33;4.17
200030;"Anthony Tata";"pillayaachal@example.org";"09155236974";"Jabalpur";"2021-03-04";"0";"biryani";39;3.14
200031;"Kamya Pingle";"yloyal@example.net";"01055077311";"Tiruppur";"2021-03-28";"1";"continental";51;1.19
200032;"Arjun Goda";"sanaya74@example.net";"4159844325";"Saharanpur";"2021-11-02";"1";"biryani";98;4.42
200033;"Noah Khosla";"valahenry@example.net";"02113284463";"Latur";"2021-11-15";"1";"north indian";73;2.37
200034;"Nisha Jhaveri";"oshahalder@example.com";"07429650691";"Jammu";"2021-05-23";"1";"biryani";48;1.19
200035;"Jagrati Prasad";"kadepeter@example.com";"7903435948";"Firozabad";"2021-07-08";"1";"fast food";12;3.8
200036;"Adweta Mody";"nigamudant@example.com";"05020216771";"Saharsa";"2021-10-09";"0";"biryani";30;3.46
200037;"Darpan Kari";"vartyharsh@example.net";"+912624318304";"Amravati";"2021-11-19";"0";"chettinad";81;0.36
200038;"Neelima Sarkar";"chahalfalak@example.org";"07322682026";"Ahmedabad";"2021-06-21";"1";"north indian";89;2.8
200039;"Rushil Pandey";"issacdavid@example.net";"05690344886";"Tadepalligudem";"2021-11-29";"0";"north indian";39;2.54
200040;"Upasna Sachar";"udyaticontractor@example.com";"02762758983";"Nellore";"2021-11-16";"1";"continental";4;3.93
200041;"Bachittar Barad";"yaminitella@example.org";"+915343504092";"Mathura";"2021-07-11";"1";"mexican";48;4.21
200042;"Samesh Babu";"sjaggi@example.net";"08703192134";"Kirari Suleman Nagar";"2021-11-14";"1";"fast food";77;4.09
200043;"Eiravati Sawhney";"ekanshkapadia@example.org";"0335142918";"Bangalore";"2021-11-29";"0";"north indian";70;3.03
200044;"Arunima Arora";"eborah@example.net";"+913418061586";"Nellore";"2021-02-14";"1";"chinese";20;0.17
200045;"Lekha Sani";"udarshsekhon@example.com";"5547794088";"Gandhinagar";"2021-04-13";"0";"mexican";30;1.97
200046;"Warhi Kant";"charyatin@example.net";"08206730775";"Silchar";"2021-09-12";"1";"mexican";86;2.43
200047;"Kabir Saini";"tristan84@example.net";"08844641381";"Sikar";"2021-07-04";"0";"north indian";7;2.02
200048;"Samarth Kala";"oscarshah@example.com";"03857957477";"Berhampore";"2021-04-18";"1";"mexican";65;1.84
200049;"Rohan Loyal";"raksha99@example.net";"5689101384";"Raurkela Industrial Township";"2021-05-27";"0";"italian";95;3.23
200050;"Lohit Dayal";"mwali@example.com";"4169985152";"Siliguri";"2021-12-11";"1";"andhra";45;2.21
200051;"Vasatika Keer";"gerabhavani@example.net";"03741719656";"Bathinda";"2021-12-20";"0";"mexican";51;2.85
200052;"Faris Tiwari";"zchanda@example.net";"8096716419";"Panchkula";"2021-08-03";"1";"chettinad";25;1.26
200053;"Vidhi Master";"siya00@example.com";"7564140888";"Kakinada";"2021-05-16";"1";"mexican";41;4.16
200054;"Saanvi Panchal";"anikawable@example.org";"+911441091285";"Jalgaon";"2021-04-22";"1";"north indian";7;3.85
200055;"Sachi Chadha";"qsharma@example.net";"+911602415161";"Kumbakonam";"2021-06-27";"1";"north indian";34;3.25
200056;"Dakshesh Gulati";"mohini63@example.org";"2683280654";"Fatehpur";"2021-07-24";"1";"fast food";33;4.21
200057;"Bachittar Parmar";"jhalak93@example.org";"04164973960";"Kharagpur";"2021-08-26";"0";"italian";69;2.8
200058;"Ishaan Dani";"balhaarchacko@example.net";"3879906261";"Saharsa";"2021-05-19";"1";"italian";51;3.64
200059;"Karan Kuruvilla";"qyohannan@example.org";"1932397169";"Bongaigaon";"2021-08-21";"0";"north indian";5;2.5
200060;"Umang Ravel";"samaksh95@example.org";"4709158018";"Dhanbad";"2021-02-20";"1";"mexican";41;2.39
200061;"Nikita Raval";"lakshmikapur@example.com";"04911465146";"Bilaspur";"2021-03-01";"0";"chettinad";74;3.53
200062;"Dhruv Cheema";"dalbirdhar@example.org";"04177105565";"Singrauli";"2021-09-15";"1";"north indian";18;2.82
200063;"Joshua Bumb";"mchakrabarti@example.com";"+917747675670";"North Dumdum";"2021-07-06";"0";"chinese";86;2.72
200064;"Ubika Cheema";"ojas54@example.org";"9595202141";"Bidar";"2021-11-24";"1";"biryani";32;2.31
200065;"Nimrat Thakur";"hayredamini@example.net";"+911480733615";"Buxar";"2021-11-03";"1";"north indian";54;0.28
200066;"Vasudha Tandon";"latasai@example.com";"+917138826932";"Chapra";"2021-01-05";"1";"biryani";25;4.45
200067;"Nidhi Dora";"hema99@example.org";"+912743265260";"Gandhinagar";"2021-10-29";"0";"andhra";39;3.57
200068;"Sanaya Narayan";"chhabranilima@example.org";"4883333201";"Delhi";"2021-08-19";"1";"chettinad";22;0.9
200069;"Oliver Sarin";"samuel15@example.org";"05513491999";"Srikakulam";"2021-03-13";"1";"mexican";11;4.92
200070;"Janya Sheth";"kai54@example.com";"+919884247165";"Sasaram";"2021-06-24";"1";"chinese";3;2.93
200071;"Ishanvi Deo";"gsampath@example.net";"1670522908";"Udaipur";"2021-05-25";"1";"biryani";12;0.2
200072;"Hitesh Nagi";"pratyush46@example.org";"06737711134";"Korba";"2021-01-05";"1";"chettinad";15;4.14
200073;"Shivani Sandhu";"unni18@example.com";"3951853656";"Rajahmundry";"2021-09-07";"0";"chinese";25;1.1
200074;"Yadavi Borra";"sathenihal@example.org";"08918155042";"Unnao";"2021-02-01";"1";"fast food";14;1.99
200075;"Girish Peri";"arjun39@example.net";"2129158855";"Tiruppur";"2021-04-17";"1";"italian";34;0.14
200076;"Liam Palan";"wriddhish61@example.net";"+911301287755";"Sikar";"2021-05-30";"1";"south indian";73;4.72
200077;"Raghav Sahota";"damini91@example.org";"+911346770043";"Pali";"2021-10-03";"0";"mexican";2;2.97
200078;"Reyansh Bhalla";"mdixit@example.net";"+912899753198";"Bikaner";"2021-08-10";"0";"andhra";82;0.8
200079;"Eta Shukla";"dingarima@example.org";"+916251403087";"Naihati";"2021-10-12";"0";"fast food";17;3.14
200080;"Avni Amble";"wadhwaayaan@example.org";"9902425285";"Khammam";"2021-04-08";"1";"fast food";1;2.01
200081;"Maanas Tata";"lakshmiwalia@example.net";"3813802252";"Sikar";"2021-05-05";"0";"north indian";3;2.78
200082;"Simon Tata";"siya81@example.net";"+912670500701";"Silchar";"2021-03-19";"0";"chettinad";90;0.67
200083;"Isha Dugar";"vasatika82@example.com";"+911265776812";"Jodhpur";"2021-05-09";"0";"continental";6;3.17
200084;"Sanaya Vasa";"bishakha40@example.org";"+912502375479";"Chinsurah";"2021-03-09";"0";"italian";77;4.38
200085;"Vasana Gokhale";"krishnanmohammed@example.org";"6822813743";"Srinagar";"2021-11-26";"0";"north indian";64;3.43
200086;"Krishna Bahl";"jatinkuruvilla@example.com";"+917824466575";"Alwar";"2021-08-31";"0";"italian";50;0.43
200087;"Neelima Mahajan";"balanvasudha@example.net";"0978209084";"Barasat";"2021-03-06";"0";"andhra";23;2.77
200088;"Bina Dash";"dmander@example.com";"5276039569";"Jalna";"2021-02-05";"1";"biryani";56;2.08
200089;"Abdul Bansal";"ltoor@example.com";"+911402576936";"Ambarnath";"2021-12-24";"1";"andhra";87;3.54
200090;"Amaira Doshi";"yashica65@example.com";"08920396202";"Shivpuri";"2021-01-20";"0";"italian";54;3.77
200091;"Tanmayi Mistry";"jacobaggarwal@example.org";"+915010558470";"Ongole";"2021-01-09";"0";"continental";61;0.92
200092;"Chasmum Raju";"bainsyashawini@example.com";"+915907805459";"Kalyan-Dombivli";"2021-01-10";"1";"chinese";75;0.47
200093;"Liam Sood";"harshkapoor@example.com";"+915239904021";"Bhatpara";"2021-08-20";"1";"chettinad";52;2.21
200094;"Diya Krishna";"qjohal@example.net";"04375206263";"Shimla";"2021-08-13";"1";"biryani";44;3.46
200095;"Gayathri Tailor";"bandiekapad@example.com";"0996938353";"Tirupati";"2021-04-07";"1";"north indian";83;3.13
200096;"Laban Edwin";"eganesh@example.net";"01283575841";"Rohtak";"2021-04-19";"1";"biryani";76;1.5
200097;"Reva Raj";"cloyal@example.org";"03722302673";"Bathinda";"2021-05-17";"1";"biryani";69;1.8
200098;"Om Vaidya";"shravya07@example.com";"03434201260";"Kanpur";"2021-05-12";"0";"north indian";72;1.38
200099;"Suhani Bains";"niharika84@example.org";"+916627428453";"Mumbai";"2021-02-25";"0";"italian";78;0.44
200100;"Veda Choudhary";"xatwal@example.net";"7485882195";"Kanpur";"2021-10-18";"1";"north indian";93;0.85
200101;"Upasna Raju";"fiyaz41@example.net";"1096852909";"Bhimavaram";"2021-03-13";"0";"mexican";87;2.92
200102;"Gunbir Narasimhan";"finn58@example.com";"+911980459034";"Navi Mumbai";"2021-11-07";"0";"andhra";57;2.27
200103;"Indrajit Venkatesh";"veda10@example.net";"+916879142404";"Vasai-Virar";"2021-06-20";"0";"chinese";59;0.96
200104;"Nirja Varghese";"riyaamble@example.net";"2059760734";"Ujjain";"2021-03-09";"0";"south indian";76;2.01
200105;"Harita Chhabra";"asavant@example.com";"04029425602";"Khora ";"2021-03-12";"0";"mexican";55;3.42
200106;"Abha Wable";"parth31@example.net";"+915636500445";"Belgaum";"2021-07-30";"1";"chinese";88;4.75
200107;"Abha Srivastava";"onkarvohra@example.org";"+918873315067";"Panipat";"2021-08-04";"0";"south indian";4;2.63
200108;"Chaitanya Pandit";"ekapad33@example.net";"4076841756";"Dindigul";"2021-10-18";"0";"biryani";30;1.71
200109;"Sathvik Chada";"yborde@example.org";"+915512138179";"Alwar";"2021-12-22";"1";"north indian";75;3.68
200110;"Saksham Srivastava";"opalla@example.net";"06678607160";"Thane";"2021-12-09";"1";"continental";76;4.62
200111;"Devika Narasimhan";"palanira@example.org";"04421659408";"Nadiad";"2021-10-30";"1";"chinese";52;4.33
200112;"Arjun Sinha";"inayasharma@example.org";"+913512058574";"Tenali";"2021-01-26";"0";"south indian";54;0.72
200113;"Tanay Jain";"kevin79@example.net";"+915928371994";"Agartala";"2021-04-16";"1";"andhra";45;3.48
200114;"Anya Wable";"udeshmukh@example.org";"02644729232";"Anantapur";"2021-08-16";"0";"south indian";19;3.12
200115;"Hemang Sampath";"chasmum22@example.net";"1346182040";"Bihar Sharif";"2021-12-23";"0";"south indian";36;1.21
200116;"Pranit Choudhry";"vrinda23@example.org";"07413949109";"Khandwa";"2021-10-25";"1";"continental";20;0.82
200117;"Jason Varkey";"deshpandeelijah@example.net";"+913901869399";"Ambattur";"2021-01-13";"1";"south indian";5;4.4
200118;"Ekansh Dass";"nathanielkaran@example.com";"4658201892";"Saharanpur";"2021-04-11";"0";"north indian";4;0.66
200119;"Madhavi Warrior";"nikitaravel@example.org";"+918702409308";"Vadodara";"2021-05-25";"1";"continental";8;3.13
200120;"Zayyan Kamdar";"varugheseria@example.org";"+919925836776";"Avadi";"2021-03-18";"0";"biryani";50;0.16
200121;"Rohan Dhar";"ambleladli@example.org";"0290354586";"Nagercoil";"2021-02-04";"1";"fast food";31;3.32
200122;"Christopher Mukhopadhyay";"balandayita@example.net";"02392423191";"Thoothukudi";"2021-03-18";"0";"fast food";69;4.16
200123;"Ladli Comar";"gagannagy@example.com";"+916686178617";"Dharmavaram";"2021-03-30";"0";"mexican";24;2.19
200124;"Arunima Bhattacharyya";"guneetsridhar@example.net";"03501547208";"Bhimavaram";"2021-10-16";"1";"north indian";59;3.28
200125;"Qushi Atwal";"zashilwali@example.com";"5591533903";"Rajpur Sonarpur";"2021-12-02";"0";"biryani";10;0.57
200126;"Gayathri Yogi";"petershetty@example.com";"+917463261263";"Vadodara";"2021-06-12";"1";"italian";68;4.99
200127;"Ronith Mani";"qadim12@example.net";"+911539019795";"Guna";"2021-09-29";"1";"biryani";43;2.6
200128;"Lohit Khurana";"manan32@example.net";"2131075845";"Mumbai";"2021-01-18";"1";"fast food";71;2.32
200129;"Upasna Sathe";"barkhaminhas@example.com";"9748828646";"New Delhi";"2021-10-19";"0";"continental";43;1.15
200130;"Shravya Prabhu";"vinaya83@example.net";"5117643099";"Tirupati";"2021-11-09";"1";"chinese";90;3.88
200131;"Zayan Om";"guneet87@example.net";"+917555961765";"Pallavaram";"2021-01-27";"1";"fast food";49;4.94
200132;"Anvi Shankar";"robert23@example.com";"+913752044412";"Begusarai";"2021-03-20";"0";"north indian";49;4.16
200133;"Onveer Sarraf";"balhaarluthra@example.com";"4042590887";"Satara";"2021-03-17";"1";"fast food";95;4.2
200134;"Aarnav Samra";"mallickpriya@example.com";"05556514203";"Sasaram";"2021-09-25";"0";"mexican";50;4.56
200135;"Azaan Sani";"mkota@example.net";"05127440922";"Jaipur";"2021-03-08";"0";"andhra";69;3.99
200136;"Manthan Warrior";"dkaur@example.com";"8677236003";"Bhatpara";"2021-09-02";"1";"fast food";19;2.45
200137;"Bhavya Chaudry";"mananbhatnagar@example.org";"0317673613";"Kamarhati";"2021-08-25";"0";"italian";9;0.86
200138;"Qarin Parikh";"jackson52@example.net";"00902482491";"Chittoor";"2021-02-01";"0";"italian";100;2.38
200139;"Maanas Chandran";"dasschandresh@example.com";"06081963459";"Ahmedabad";"2021-12-29";"1";"andhra";91;4.16
200140;"Owen Lanka";"lchopra@example.net";"+913419896426";"Haridwar";"2021-01-09";"0";"chinese";36;0.27
200141;"Shaurya Barad";"upal@example.com";"+915747284860";"Raurkela Industrial Township";"2021-06-01";"0";"biryani";37;0.16
200142;"Chandani Pai";"falan98@example.net";"+916625647978";"Ujjain";"2021-09-12";"1";"fast food";15;3.86
200143;"Naveen Sibal";"madhavi07@example.org";"+914591857414";"Khandwa";"2021-12-03";"1";"italian";60;4.96
200144;"Qasim Tripathi";"eta76@example.org";"5622277449";"Patna";"2021-12-20";"0";"continental";94;0.81
200145;"Alexander Mitter";"sakshamprasad@example.com";"03668158715";"Bettiah";"2021-08-21";"0";"north indian";67;3.69
200146;"Kiaan Bains";"dbawa@example.net";"07652740986";"Hospet";"2021-09-25";"0";"continental";81;3.63
200147;"Wridesh Lal";"basakfarhan@example.net";"06013458310";"Raipur";"2021-02-17";"0";"mexican";98;3.09
200148;"Pallavi Krishnamurthy";"manya56@example.org";"00498951746";"Ramgarh";"2021-04-18";"1";"south indian";17;2.2
200149;"Vedika Wali";"yuvrajvarma@example.com";"02694386574";"Kollam";"2021-03-13";"0";"andhra";47;0.19
200150;"Nilima Majumdar";"vchar@example.net";"5214177675";"Ballia";"2021-11-23";"1";"mexican";88;1.83
200151;"Yahvi Mohan";"ranganathananmol@example.com";"7643910934";"Kadapa";"2021-11-14";"1";"chettinad";82;1.65
200152;"Chaaya Bali";"lipika61@example.org";"+912067565385";"Amaravati";"2021-01-08";"1";"italian";12;4.26
200153;"Vincent Borde";"pnarang@example.org";"7651636989";"Thane";"2021-06-29";"0";"italian";5;0.77
200154;"Orinder Barad";"pallaneha@example.net";"+917989385284";"Morbi";"2021-09-19";"0";"continental";23;0.25
200155;"Darpan Sahota";"bdevi@example.com";"+918455743817";"Warangal";"2021-06-22";"0";"north indian";84;2.69
200156;"Darika Bhatt";"jguha@example.net";"+910867617111";"Solapur";"2021-05-10";"0";"andhra";20;1.2
200157;"Vyanjana Chanda";"deshpandebhanumati@example.net";"+918952907858";"Visakhapatnam";"2021-03-04";"1";"fast food";87;1.69
200158;"Rehaan Grewal";"goelyashvi@example.com";"7633017625";"Shivpuri";"2021-09-26";"1";"andhra";88;3.54
200159;"Ronith Das";"wridesh36@example.org";"9826862112";"Rourkela";"2021-05-07";"0";"mexican";19;4.29
200160;"Nakul Kala";"bandilavanya@example.org";"09050256380";"Bharatpur";"2021-03-10";"0";"north indian";43;3.29
200161;"Sneha Uppal";"saanvi52@example.org";"+918668855580";"Bhubaneswar";"2021-04-16";"1";"biryani";3;4.89
200162;"Frederick Gala";"wyattnair@example.com";"5427993154";"Maheshtala";"2021-11-28";"1";"south indian";53;0.61
200163;"Ojas Reddy";"nsaha@example.com";"04034617600";"Avadi";"2021-07-18";"1";"biryani";71;1.39
200164;"Krish Venkatesh";"liam06@example.com";"06277191356";"Sasaram";"2021-05-19";"0";"fast food";72;1.54
200165;"Guneet Sahni";"aarushdave@example.com";"9941225695";"Jamnagar";"2021-04-23";"0";"north indian";60;2.31
200166;"Arunima Brar";"andrarishi@example.com";"00772447062";"Chinsurah";"2021-10-23";"1";"mexican";39;0.3
200167;"Andrew Pillai";"ojasvi41@example.org";"2384864668";"Kumbakonam";"2021-07-14";"0";"mexican";14;1.62
200168;"Yochana Mohanty";"dateabhiram@example.net";"+914456099451";"South Dumdum";"2021-09-11";"1";"chinese";53;2.46
200169;"Chatresh Singhal";"chaaya15@example.org";"09484779027";"Machilipatnam";"2021-03-22";"0";"south indian";16;0.38
200170;"Kritika Deshpande";"chameli18@example.com";"06923115865";"Rajkot";"2021-05-26";"0";"continental";32;3.26
200171;"Shaurya Bhandari";"laban70@example.net";"+911742985288";"Jaipur";"2021-08-22";"0";"south indian";42;3.65
200172;"Faras Varty";"dhingramichael@example.net";"+914464948141";"Burhanpur";"2021-10-29";"1";"continental";4;3.72
200173;"Janaki Lad";"rmandal@example.org";"+919029150289";"Rajahmundry";"2021-12-05";"1";"chettinad";62;2.0
200174;"Upadhriti Sur";"desaizilmil@example.org";"7104642214";"Chapra";"2021-07-12";"0";"north indian";48;0.5
200175;"Ekansh Bhakta";"gautami72@example.org";"1517887488";"Singrauli";"2021-06-20";"1";"mexican";19;2.02
200176;"Abeer Sekhon";"balvanpillay@example.com";"06356949534";"Guna";"2021-08-04";"0";"chinese";73;3.87
200177;"Jeet Balakrishnan";"kaulhema@example.net";"3594894502";"Bettiah";"2021-02-16";"0";"italian";92;4.74
200178;"Manbir Sarkar";"darmadhavi@example.org";"4711023892";"Baranagar";"2021-05-13";"0";"chettinad";74;1.74
200179;"Niharika Halder";"atithaman@example.net";"09903934115";"Bardhaman";"2021-11-04";"1";"fast food";52;4.15
200180;"Yagnesh Doshi";"osha56@example.net";"07172441700";"Bareilly";"2021-07-25";"1";"italian";19;1.92
200181;"Hemal Dasgupta";"omyaravi@example.com";"+917440123072";"Anantapur";"2021-11-20";"0";"south indian";94;4.09
200182;"Samuel Biswas";"darafaraj@example.org";"02821022950";"Bhusawal";"2021-04-24";"1";"biryani";18;1.48
200183;"Garima Gala";"znagarajan@example.org";"02552352887";"Jalgaon";"2021-03-28";"1";"mexican";72;4.94
200184;"Lekha Manda";"gabrielvirk@example.net";"06121117271";"Raebareli";"2021-05-20";"1";"biryani";77;1.11
200185;"Chaitaly Garde";"kalitaavi@example.org";"05281827521";"Surat";"2021-10-01";"0";"continental";68;0.29
200186;"Amol Aggarwal";"elijahbains@example.org";"00646349016";"Barasat";"2021-08-04";"1";"italian";78;1.3
200187;"Harish Shukla";"rpatel@example.net";"9854011235";"Mathura";"2021-06-11";"0";"biryani";32;3.29
200188;"Yoshita Padmanabhan";"chatresh12@example.com";"02498662024";"Unnao";"2021-02-28";"0";"fast food";82;2.45
200189;"Lakshit Dayal";"bahrijanani@example.com";"+912168031502";"Jorhat";"2021-05-31";"0";"continental";55;3.99
200190;"Kalpit Doctor";"calebtrivedi@example.com";"03048700514";"Bettiah";"2021-02-07";"0";"north indian";72;0.22
200191;"Wahab Manda";"arin72@example.net";"+917551509472";"Ghaziabad";"2021-11-30";"1";"continental";55;1.12
200192;"Sai Sankar";"cbava@example.com";"06532971446";"Alappuzha";"2021-08-10";"0";"italian";93;2.69
200193;"Damini Babu";"qabil55@example.org";"7452837425";"Purnia";"2021-04-20";"1";"continental";56;1.32
200194;"Diya Kulkarni";"hemani34@example.com";"08770010302";"Miryalaguda";"2021-10-17";"1";"mexican";4;2.62
200195;"Manbir Borah";"sundaramdominic@example.org";"+919473170355";"Fatehpur";"2021-08-08";"0";"mexican";78;1.21
200196;"Meera Dey";"araj@example.com";"+918026833100";"Junagadh";"2021-04-09";"0";"italian";95;3.24
200197;"Girish Karpe";"suriansh@example.org";"7185694936";"Tadipatri";"2021-04-28";"1";"chettinad";92;3.25
200198;"Lopa Brar";"xbhakta@example.com";"0605751456";"Bardhaman";"2021-07-12";"1";"continental";88;2.66
200199;"Akshay Bhardwaj";"mohinivarkey@example.org";"0608577119";"Haridwar";"2021-07-07";"1";"continental";72;1.88
200200;"Nikita Jayaraman";"cdas@example.net";"04260791093";"Phusro";"2021-05-29";"0";"chinese";11;0.57
200201;"Owen Swaminathan";"wamble@example.org";"09186116283";"Guwahati";"2021-01-09";"1";"fast food";64;2.34
200202;"Siddharth Patel";"kantagastya@example.com";"9465794408";"Tumkur";"2021-08-24";"1";"mexican";17;2.81
200203;"Matthew Varty";"kdasgupta@example.net";"00146838611";"Gwalior";"2021-10-29";"0";"south indian";45;3.46
200204;"Girik Peri";"janujashanker@example.com";"1096253773";"Tezpur";"2021-01-09";"1";"chinese";11;4.45
200205;"Ekiya Karnik";"george24@example.org";"+912310140830";"Baranagar";"2021-10-24";"1";"chinese";59;3.71
200206;"Kala Dave";"vedika00@example.org";"00043875667";"Gandhidham";"2021-04-20";"0";"north indian";27;1.8
200207;"Tristan Zacharia";"nirja08@example.net";"03005319110";"Vellore";"2021-04-19";"0";"mexican";77;3.94
200208;"Sudiksha Gaba";"xmodi@example.net";"6209149532";"Noida";"2021-09-24";"1";"mexican";32;0.86
200209;"Ayushman Chhabra";"fradowali@example.org";"+912043152103";"Pondicherry";"2021-01-30";"0";"chinese";61;4.76
200210;"Bhanumati Shetty";"fahluwalia@example.org";"+919184837493";"Bidar";"2021-03-17";"0";"continental";20;1.82
200211;"Gaurangi Soni";"nehasuresh@example.org";"+916026456990";"Sambhal";"2021-10-30";"1";"south indian";40;3.95
200212;"Inaya Prakash";"charles58@example.com";"+916916867867";"Bikaner";"2021-01-26";"0";"chinese";29;1.02
200213;"Gopal Tella";"pushtidivan@example.net";"05153327843";"Rampur";"2021-05-22";"0";"continental";38;0.58
200214;"Chameli Natarajan";"horashivani@example.net";"6148432864";"Udupi";"2021-07-22";"0";"biryani";52;1.55
200215;"Dayamai Dora";"wgaba@example.org";"01979528896";"Serampore";"2021-07-18";"0";"fast food";85;2.01
200216;"Kiaan Aggarwal";"qvora@example.net";"1572644541";"Thiruvananthapuram";"2021-12-16";"0";"south indian";83;2.49
200217;"Vansha Bawa";"xbhatti@example.com";"03376141172";"Bathinda";"2021-11-03";"0";"italian";69;3.47
200218;"Irya Sen";"chaudryedhitha@example.net";"03390795698";"Nagaon";"2021-04-13";"0";"mexican";32;1.43
200219;"Aarav Dayal";"ibatta@example.com";"+918728369783";"Pudukkottai";"2021-10-31";"1";"biryani";16;4.39
200220;"Utkarsh Bhatti";"radhika34@example.net";"6501004812";"Ujjain";"2021-12-05";"0";"andhra";44;0.79
200221;"Vedika Patil";"yadavi00@example.org";"1597288065";"Hospet";"2021-04-09";"0";"north indian";61;2.52
200222;"Vasudha Choudhury";"gaurika75@example.net";"+915939899187";"Siliguri";"2021-07-16";"0";"north indian";47;0.58
200223;"Sara Basu";"ghoshpatrick@example.com";"6368102068";"Bhind";"2021-01-31";"0";"italian";99;0.22
200224;"Jhalak Barad";"ranbir50@example.net";"05139409401";"North Dumdum";"2021-12-24";"1";"chinese";37;3.39
200225;"Lopa Kanda";"lsarin@example.net";"+914963052061";"Eluru";"2021-11-06";"0";"italian";46;0.7
200226;"Qadim Kant";"mohammed56@example.com";"+912191689240";"Thrissur";"2021-08-12";"0";"chinese";32;1.66
200227;"Isaiah Kaul";"yjoshi@example.com";"+914683563368";"Karawal Nagar";"2021-09-16";"1";"biryani";58;2.07
200228;"Daksha Kaur";"chhabramax@example.net";"+917194241413";"Proddatur";"2021-09-25";"1";"fast food";52;1.03
200229;"Raagini Sachdev";"zmisra@example.net";"6907911019";"Bhalswa Jahangir Pur";"2021-06-19";"1";"fast food";56;0.58
200230;"Robert Kapur";"kamdarudant@example.org";"03259534520";"Serampore";"2021-03-13";"0";"chinese";55;2.77
200231;"Sai Thaman";"csalvi@example.net";"05918939947";"Srikakulam";"2021-05-05";"1";"andhra";92;3.24
200232;"Maanas Sankaran";"karnikdavid@example.com";"+914378819074";"Bangalore";"2021-05-24";"1";"chinese";31;4.42
